Simulation Run Number	T-R Separation Distance (m)	Time Delay (ns)	Received Power (dBm)	 Phase (rad)	Azimuth AoD (degree)	Elevation AoD (degree)	Azimuth AoA (degree)	Elevation AoA (degree)	Path Loss (dB)	RMS Delay Spread (ns)	
            6.0	          185.5	                1763	           -180.0	          6.1	            203	              3.9	             98.9	               16	            187.1	            225.6
            6.0	          185.5	                1769	           -180.0	          2.2	            192	              2.4	            114.3	                6	            189.2	            253.7
            6.0	          185.5	                1775	           -180.0	          5.9	            160	             -3.1	             96.4	               11	            187.5	             76.3
            6.0	          185.5	                1781	           -180.0	          3.6	            159	             -1.3	             95.4	               14	            187.3	             75.7
            7.0	          187.4	                 587	           -157.5	          5.8	             43	             -3.1	            157.2	                4	            166.7	             21.3
            7.0	          187.4	                 590	           -153.5	          2.3	             35	             -7.5	            207.8	               -4	            163.3	             28.5
            7.0	          187.4	                 593	           -164.4	          1.7	             64	              1.3	            182.5	               12	            174.3	             14.4
            7.0	          187.4	                 596	           -160.3	          1.1	            226	             -5.5	            166.3	                6	            169.7	             30.9
            7.0	          187.4	                 599	           -149.5	          0.3	            209	             -8.2	            212.8	                3	            159.4	             17.5
            7.0	          187.4	                 601	           -160.4	          0.2	             46	             -5.2	            161.5	                3	            167.8	             36.4
            7.0	          187.4	                 604	           -169.7	          4.0	            239	             -6.1	            212.9	               -4	            179.1	            115.0
            7.0	          187.4	                 608	           -163.6	          1.4	             46	             -1.7	            208.2	                2	            168.3	             67.2
            7.0	          187.4	                 610	           -165.8	          0.3	             36	             -6.3	            194.9	                1	            175.3	             36.0
            7.0	          187.4	                 614	           -150.4	          4.3	            199	             -3.7	            181.6	               10	            160.4	             10.1
            7.0	          187.4	                 616	           -153.6	          2.4	             75	             -2.3	            212.2	               -5	            163.6	              4.3
            7.0	          187.4	                 619	           -148.0	          1.1	            214	             -6.6	            163.4	                3	            158.0	              8.9
            7.0	          187.4	                 622	           -161.6	          1.0	             43	             -4.6	            208.2	               -5	            167.6	             50.4
            7.0	          187.4	                 625	           -174.7	          1.4	             36	             -4.3	            209.7	               -4	            164.8	             43.0
            7.0	          187.4	                 628	           -168.7	          3.8	             43	             -0.2	            200.3	               -6	            174.8	             76.1
            7.0	          187.4	                 631	           -164.6	          2.3	            194	             -4.5	            203.4	               -7	            174.4	             62.2
            7.0	          187.4	                 635	           -173.1	          2.0	             38	              0.4	            210.2	                3	            173.2	             84.1
            7.0	          187.4	                 637	           -163.2	          3.0	            221	             -5.1	            200.1	               -5	            172.9	             75.0
            7.0	          187.4	                 641	           -166.2	          5.4	             55	             -0.4	            162.5	                4	            174.0	             55.0
            7.0	          187.4	                 644	           -167.0	          4.4	             38	              1.4	            170.8	                7	            175.2	             57.8
            7.0	          187.4	                 647	           -170.2	          1.2	             35	              2.8	            170.0	                1	            177.3	             51.5
            7.0	          187.4	                 649	           -171.1	          3.2	             48	              0.5	            159.6	               12	            177.1	             45.1
            7.0	          187.4	                 653	           -169.8	          0.3	             41	              2.0	            169.4	                9	            176.1	             77.7
            7.0	          187.4	                 656	           -174.7	          3.6	             54	             -8.2	            177.0	                5	            183.1	             74.1
            7.0	          187.4	                 659	           -178.6	          5.7	            213	             -5.7	            167.6	               14	            174.6	             74.5
            7.0	          187.4	                 663	           -167.5	          0.1	            227	             -8.6	            186.0	                8	            177.3	             76.6
            7.0	          187.4	                 665	           -164.1	          3.7	             41	             -4.4	            210.4	               -3	            167.0	             50.3
            7.0	          187.4	                 669	           -180.0	          5.6	             39	              0.1	            160.0	                1	            172.5	             58.3
            7.0	          187.4	                 672	           -170.0	          3.6	             53	             -2.3	            170.2	                8	            176.6	            114.9
            7.0	          187.4	                 703	           -155.0	          2.5	            214	             -0.8	            209.2	                1	            163.9	             46.1
            7.0	          187.4	                 705	           -157.0	          3.1	             52	             -2.3	            206.3	               -3	            166.1	             45.1
            7.0	          187.4	                 710	           -156.8	          2.6	             57	              0.6	            212.2	                0	            166.3	             12.2
            7.0	          187.4	                 714	           -160.0	          1.7	            214	             -9.7	            160.0	               11	            166.5	             50.4
            7.0	          187.4	                 720	           -162.9	          4.0	             46	             -1.5	            211.4	                3	            169.5	             59.1
            7.0	          187.4	                 724	           -152.2	          0.5	             24	             -1.9	            159.8	                3	            162.1	              7.0
            7.0	          187.4	                 729	           -156.5	          0.3	            208	            -11.4	            205.7	               -8	            166.3	             30.7
            7.0	          187.4	                 735	           -168.4	          1.4	             53	              2.2	            168.0	                5	            175.2	             93.3
            7.0	          187.4	                 741	           -170.0	          1.8	            202	             -1.9	            172.8	                6	            170.5	             67.6
            7.0	          187.4	                 747	           -162.1	          5.0	            196	             -1.7	            171.1	                8	            170.2	             63.8
            7.0	          187.4	                 753	           -176.7	          3.7	            201	             -7.7	            203.7	               -0	            175.5	             99.1
            7.0	          187.4	                 760	           -172.6	          1.2	            205	             -2.2	            181.6	                8	            165.9	             23.9
            7.0	          187.4	                 810	           -157.1	          0.1	             28	             -7.2	            182.9	                7	            167.0	             15.6
            7.0	          187.4	                 813	           -172.3	          0.1	            216	             -8.0	            201.9	                2	            174.0	             81.1
            7.0	          187.4	                 820	           -175.0	          1.3	             24	             -4.2	            162.2	                8	            166.1	             13.0
            7.0	          187.4	                 829	           -179.8	          2.7	            217	             -1.8	            208.5	               -3	            167.4	             60.2
            7.0	          187.4	                 840	           -180.0	          3.0	            212	             -4.3	            218.0	                3	            165.3	             34.8
            7.0	          187.4	                 851	           -180.0	          4.5	             39	             -4.3	            210.4	               -4	            165.9	             44.2
            7.0	          187.4	                 865	           -180.0	          0.5	             58	              3.8	            206.4	                8	            178.8	             46.5
            7.0	          187.4	                 878	           -180.0	          1.9	            197	             -4.3	            202.6	               -2	            178.2	            116.3
            7.0	          187.4	                 894	           -180.0	          4.0	            221	             -9.4	            203.8	               -0	            177.0	            114.3
            7.0	          187.4	                 911	           -180.0	          6.2	             43	             -2.1	            208.7	               13	            182.8	            167.5
            7.0	          187.4	                 927	           -180.0	          3.7	             49	              4.0	            165.4	                6	            176.6	            113.7
            7.0	          187.4	                 943	           -180.0	          4.8	            216	            -11.8	            208.8	               -9	            175.0	            106.7
            7.0	          187.4	                 963	           -180.0	          4.0	            215	             -9.0	            225.3	               -2	            183.4	            156.1
            7.0	          187.4	                 982	           -180.0	          0.6	            223	             -0.1	            202.6	               -2	            176.5	             95.1
            7.0	          187.4	                1003	           -180.0	          5.1	             49	             -1.4	            196.0	                4	            184.1	            162.1
            7.0	          187.4	                1023	           -180.0	          3.5	             32	             -6.1	            217.2	               -4	            174.9	            124.1
            7.0	          187.4	                1045	           -180.0	          1.9	            199	             -9.3	            171.0	                9	            175.2	             93.8
            7.0	          187.4	                1067	           -180.0	          6.0	             48	             -1.6	            166.4	                3	            172.9	            105.6
            7.0	          187.4	                1090	           -180.0	          2.3	             40	             -3.2	            162.8	               -0	            172.2	             78.6
            7.0	          187.4	                1113	           -180.0	          0.0	             61	             -5.2	            168.2	               12	            185.9	            217.3
            7.0	          187.4	                1138	           -180.0	          5.8	            205	             -7.9	            183.2	               21	            180.6	            168.9
            7.0	          187.4	                1162	           -180.0	          5.2	             29	             -2.0	            175.1	               -3	            185.6	            214.2
            7.0	          187.4	                1187	           -180.0	          0.8	             40	             -4.5	            167.6	                4	            175.5	            129.0
            7.0	          187.4	                1213	           -180.0	          4.1	            224	            -11.8	            163.4	                4	            172.4	             81.3
            7.0	          187.4	                1241	           -180.0	          5.3	             40	              0.3	            212.7	               11	            181.5	            202.8
            7.0	          187.4	                1266	           -180.0	          1.5	             38	             -4.6	            204.6	                2	            169.5	             72.6
            7.0	          187.4	                1293	           -180.0	          2.4	            217	             -4.0	            163.2	               16	            177.7	            151.4
            7.0	          187.4	                1322	           -180.0	          2.9	            226	             -8.8	            203.9	                9	            188.6	            284.3
            7.0	          187.4	                1348	           -180.0	          4.0	            231	             -4.0	            216.0	               -8	            186.0	            385.3
            7.0	          187.4	                1428	           -180.0	          5.9	            175	              6.5	             92.6	               13	            185.9	            156.2
            7.0	          187.4	                1431	           -180.0	          0.8	            187	              0.9	            104.7	                3	            188.9	            129.7
            7.0	          187.4	                1433	           -180.0	          4.9	            174	              2.2	            112.8	               10	            186.1	            133.4
            7.0	          187.4	                1436	           -180.0	          2.5	            187	              2.7	             90.3	               15	            188.1	            121.3
            7.0	          187.4	                1438	           -180.0	          0.8	            204	             -2.4	            106.5	              -21	            187.4	            407.2
            7.0	          187.4	                1441	           -180.0	          3.4	            213	              0.6	            215.9	              -19	            187.5	            393.4
            7.0	          187.4	                1441	           -180.0	          0.0	            171	              6.8	            100.3	               11	            185.6	            142.3
            7.0	          187.4	                1444	           -180.0	          5.9	            153	              2.2	            120.0	                8	            190.0	             69.3
            7.0	          187.4	                1446	           -180.0	          3.6	            200	              2.2	            115.0	                5	            187.9	            391.3
            7.0	          187.4	                1447	           -180.0	          0.1	            205	             -0.3	            163.2	                2	            170.8	             91.8
            7.0	          187.4	                1449	           -180.0	          2.2	            186	              4.4	            120.6	               23	            189.0	             86.8
            7.0	          187.4	                1450	           -180.0	          5.2	             48	             -0.4	            172.0	                6	            178.6	            214.3
            7.0	          187.4	                1451	           -180.0	          3.6	            178	              0.9	            115.4	               20	            187.5	            124.8
            7.0	          187.4	                1454	           -180.0	          1.4	            178	              4.6	            104.2	               16	            183.0	            115.1
            7.0	          187.4	                1454	           -180.0	          4.8	             32	             -1.1	            213.7	               -4	            173.1	            143.8
            7.0	          187.4	                1457	           -180.0	          5.7	            172	              3.4	            103.9	               12	            184.5	            130.5
            7.0	          187.4	                1458	           -180.0	          5.2	            204	             -6.4	            212.2	               -6	            172.1	            125.4
            7.0	          187.4	                1459	           -180.0	          1.5	            182	              0.6	            106.0	               11	            183.5	            108.2
            7.0	          187.4	                1462	           -180.0	          3.4	            167	              6.5	            111.1	               18	            186.8	            145.6
            7.0	          187.4	                1463	           -180.0	          3.6	             48	             -1.6	            204.7	               -2	            167.6	             70.0
            7.0	          187.4	                1465	           -180.0	          4.7	            182	              9.2	            110.0	                4	            189.3	             80.2
            7.0	          187.4	                1467	           -180.0	          4.7	            197	              3.5	             99.8	               15	            185.1	            262.8
            7.0	          187.4	                1468	           -180.0	          3.7	            220	             -1.2	            217.0	               -3	            177.9	            212.9
            7.0	          187.4	                1470	           -180.0	          3.1	            179	             -0.3	            103.4	               15	            182.4	            107.6
            7.0	          187.4	                1472	           -180.0	          6.0	            185	              4.7	            107.0	               12	            184.9	            117.2
            7.0	          187.4	                1473	           -180.0	          2.2	             29	             -2.4	            209.0	               -1	            171.8	            123.8
            7.0	          187.4	                1475	           -180.0	          3.4	            193	              0.8	             93.0	               24	            188.3	            333.3
            7.0	          187.4	                1478	           -180.0	          4.6	            192	              5.3	             98.0	               12	            186.7	            135.1
            7.0	          187.4	                1478	           -180.0	          6.2	            218	            -10.6	            151.1	                7	            179.3	            234.2
            7.0	          187.4	                1480	           -180.0	          6.0	            187	              1.9	            102.5	               24	            186.5	            135.9
            7.0	          187.4	                1483	           -180.0	          4.0	            217	             -4.4	            204.8	               -8	            175.6	            175.4
            7.0	          187.4	                1483	           -180.0	          4.2	            189	              5.3	            118.4	               16	            188.0	            134.7
            7.0	          187.4	                1486	           -180.0	          4.6	            191	             -0.7	             99.0	               15	            185.5	            236.1
            7.0	          187.4	                1488	           -180.0	          3.4	            193	              0.5	            104.6	               15	            185.2	            273.8
            7.0	          187.4	                1490	           -180.0	          6.1	            229	             -5.3	            179.7	               11	            183.2	            343.4
            7.0	          187.4	                1491	           -180.0	          1.6	            182	              4.0	            122.2	                5	            189.6	             82.4
            7.0	          187.4	                1494	           -180.0	          2.3	            178	             -0.8	             86.0	               -3	            189.9	             74.0
            7.0	          187.4	                1494	           -180.0	          3.6	            219	             -6.6	            211.5	               -3	            172.6	            141.7
            7.0	          187.4	                1496	           -180.0	          1.7	            185	              8.0	             95.1	               14	            186.8	            132.7
            7.0	          187.4	                1499	           -180.0	          1.5	            180	             -0.9	            103.5	               20	            184.5	            103.7
            7.0	          187.4	                1500	           -180.0	          6.1	            231	             -8.0	            210.9	               -3	            183.3	            380.3
            7.0	          187.4	                1502	           -180.0	          0.2	            203	              5.1	             98.5	                9	            188.0	            236.7
            7.0	          187.4	                1506	           -180.0	          5.8	             37	              0.5	            184.0	                7	            181.9	            274.2
            7.0	          187.4	                1511	           -180.0	          1.3	            196	             -7.7	            209.7	               -3	            179.2	            256.2
            7.0	          187.4	                1516	           -180.0	          3.6	            222	             -8.3	            210.1	              -12	            185.6	            416.2
            7.0	          187.4	                1524	           -180.0	          5.5	            216	             -2.6	            187.1	               16	            186.1	            436.6
            7.0	          187.4	                1638	           -180.0	          5.6	            204	              2.3	             99.4	               19	            186.1	            318.0
            7.0	          187.4	                1641	           -180.0	          0.2	            179	             -0.9	            106.4	               14	            182.6	            105.0
            7.0	          187.4	                1644	           -180.0	          1.8	            179	              1.3	            113.8	               12	            185.8	            111.6
            7.0	          187.4	                1648	           -180.0	          4.2	            159	              3.7	            105.1	               12	            189.2	             96.2
            7.0	          187.4	                1653	           -180.0	          1.9	            190	              0.2	            102.7	               21	            185.0	            192.0
            7.0	          187.4	                1657	           -180.0	          1.2	            201	              3.0	            104.7	               22	            187.0	            352.8
            7.0	          187.4	                1662	           -180.0	          4.7	            182	              2.6	            108.2	               17	            183.3	            107.3
            7.0	          187.4	                1666	           -180.0	          4.0	            176	              2.9	            105.4	               15	            182.5	            115.5
            7.0	          187.4	                1671	           -180.0	          3.5	            178	             -1.2	            103.5	               15	            182.7	            107.1
            7.0	          187.4	                1676	           -180.0	          0.7	            173	              8.9	            111.7	               15	            186.7	            121.7
            7.0	          187.4	                1681	           -180.0	          3.7	            168	             -2.5	            106.4	               20	            188.3	            100.8
            7.0	          187.4	                1686	           -180.0	          5.5	            183	              4.7	            110.0	               23	            187.6	            110.2
            7.0	          187.4	                1691	           -180.0	          3.5	            190	             -1.9	            116.8	               14	            187.9	            271.0
            7.0	          187.4	                1696	           -180.0	          4.3	            178	             -3.5	             93.8	               13	            188.3	            108.3
            7.0	          187.4	                1702	           -180.0	          3.9	            169	              3.5	            113.6	                6	            188.2	            138.4
            7.0	          187.4	                1707	           -180.0	          0.3	            174	              0.9	            101.0	               -4	            189.9	             92.7
            7.0	          187.4	                1712	           -180.0	          4.0	            187	              2.9	            110.5	               14	            185.3	            132.9
            7.0	          187.4	                1718	           -180.0	          5.1	            170	              5.5	             90.4	               12	            186.3	            136.5
            7.0	          187.4	                1723	           -180.0	          0.3	            166	              3.9	             93.0	               15	            186.6	             99.5
            7.0	          187.4	                1729	           -180.0	          5.7	            168	              7.7	             96.2	               14	            186.0	            135.5
            7.0	          187.4	                1734	           -180.0	          4.3	            177	              3.2	             97.3	               15	            184.8	            138.8
            7.0	          187.4	                1740	           -180.0	          1.4	            194	              1.2	            102.2	               21	            184.9	            316.1
            7.0	          187.4	                1746	           -180.0	          1.6	            172	              1.9	            109.8	               18	            185.2	            130.7
            7.0	          187.4	                1752	           -180.0	          1.8	            181	              6.7	             94.9	               11	            186.4	            148.3
            7.0	          187.4	                1757	           -180.0	          5.4	            168	              8.6	            105.9	               15	            186.2	            147.3
            7.0	          187.4	                1763	           -180.0	          6.1	            203	              3.9	             98.9	               16	            185.9	            258.0
            7.0	          187.4	                1769	           -180.0	          2.2	            192	              2.4	            114.3	                6	            188.0	            319.5
            7.0	          187.4	                1775	           -180.0	          5.9	            160	             -3.1	             96.4	               11	            187.4	             77.3
            7.0	          187.4	                1781	           -180.0	          3.6	            159	             -1.3	             95.4	               14	            187.3	             76.5
            8.0	          189.3	                 587	           -163.2	          5.8	             43	             -3.1	            157.4	                4	            168.9	             25.5
            8.0	          189.3	                 590	           -144.6	          2.3	             35	             -7.3	            208.1	               -4	            154.5	              9.1
            8.0	          189.3	                 593	           -149.0	          1.7	             63	              1.3	            183.5	               12	            159.0	              0.9
            8.0	          189.3	                 596	           -163.3	          1.1	            226	             -5.5	            167.0	                7	            173.2	             42.0
            8.0	          189.3	                 599	           -156.4	          0.4	            209	             -8.3	            212.8	                3	            166.0	             34.4
            8.0	          189.3	                 601	           -155.5	          0.2	             47	             -5.1	            162.6	                3	            165.3	             26.4
            8.0	          189.3	                 604	           -160.6	          3.9	            239	             -6.2	            213.2	               -4	            170.5	             21.8
            8.0	          189.3	                 608	           -160.7	          1.4	             46	             -1.7	            208.6	                2	            168.2	             44.0
            8.0	          189.3	                 610	           -161.3	          0.3	             35	             -6.2	            194.7	                1	            170.6	             18.0
            8.0	          189.3	                 614	           -155.7	          4.4	            199	             -3.8	            182.2	               10	            165.7	              8.5
            8.0	          189.3	                 615	           -155.6	          2.4	             75	             -2.2	            212.4	               -5	            165.6	              3.5
            8.0	          189.3	                 619	           -165.3	          1.1	            213	             -6.8	            164.1	                3	            174.3	             39.7
            8.0	          189.3	                 622	           -161.3	          1.0	             43	             -4.5	            208.5	               -6	            162.4	             25.3
            8.0	          189.3	                 625	           -164.7	          1.4	             37	             -4.2	            210.2	               -4	            156.4	             14.2
            8.0	          189.3	                 628	           -164.2	          3.7	             43	             -0.2	            200.0	               -6	            171.4	             26.9
            8.0	          189.3	                 630	           -162.2	          2.3	            193	             -4.6	            203.7	               -7	            171.9	             25.6
            8.0	          189.3	                 635	           -165.4	          2.1	             38	              0.4	            210.5	                3	            166.6	             35.3
            8.0	          189.3	                 637	           -160.1	          2.9	            221	             -5.2	            200.3	               -5	            170.0	             27.5
            8.0	          189.3	                 641	           -168.6	          5.4	             55	             -0.4	            162.8	                4	            173.5	             46.9
            8.0	          189.3	                 644	           -169.0	          4.4	             37	              1.3	            171.1	                7	            173.7	             38.2
            8.0	          189.3	                 647	           -168.5	          1.2	             36	              2.8	            171.1	                1	            176.3	             41.8
            8.0	          189.3	                 649	           -168.3	          3.1	             49	              0.5	            160.6	               12	            175.8	             36.5
            8.0	          189.3	                 653	           -162.8	          0.3	             42	              2.0	            170.5	                9	            172.0	             32.4
            8.0	          189.3	                 656	           -167.6	          3.6	             54	             -8.2	            177.1	                5	            177.3	             19.3
            8.0	          189.3	                 659	           -168.1	          5.7	            213	             -5.8	            168.4	               14	            176.1	             68.8
            8.0	          189.3	                 663	           -169.1	          0.1	            227	             -8.7	            186.6	                8	            178.8	             17.2
            8.0	          189.3	                 665	           -170.9	          3.7	             41	             -4.4	            209.9	               -3	            159.4	             21.7
            8.0	          189.3	                 669	           -180.0	          5.6	             39	              0.1	            160.1	                1	            175.1	             73.7
            8.0	          189.3	                 672	           -180.0	          3.6	             53	             -2.3	            170.4	                8	            177.7	             76.7
            8.0	          189.3	                 703	           -155.0	          2.5	            214	             -0.8	            209.2	                1	            164.7	             25.9
            8.0	          189.3	                 705	           -162.9	          3.1	             52	             -2.2	            206.7	               -3	            170.6	             45.5
            8.0	          189.3	                 710	           -161.8	          2.6	             57	              0.5	            212.4	                0	            171.2	             24.0
            8.0	          189.3	                 714	           -160.9	          1.7	            213	             -9.8	            160.8	               11	            170.6	             27.1
            8.0	          189.3	                 720	           -168.3	          4.1	             46	             -1.4	            211.6	                3	            170.0	             49.8
            8.0	          189.3	                 724	           -167.3	          0.5	             24	             -1.9	            159.9	                3	            174.6	             50.4
            8.0	          189.3	                 729	           -176.1	          0.2	            208	            -11.5	            205.8	               -8	            181.0	             76.3
            8.0	          189.3	                 735	           -171.1	          1.4	             54	              2.2	            168.9	                5	            177.3	             79.5
            8.0	          189.3	                 741	           -180.0	          1.8	            201	             -1.9	            173.4	                6	            177.3	             62.9
            8.0	          189.3	                 747	           -171.7	          5.0	            196	             -1.7	            171.7	                8	            178.0	             78.1
            8.0	          189.3	                 753	           -166.1	          3.7	            201	             -7.8	            204.0	               -0	            174.9	             62.5
            8.0	          189.3	                 760	           -180.0	          1.2	            205	             -2.2	            182.1	                8	            171.7	             20.3
            8.0	          189.3	                 810	           -172.2	          0.2	             28	             -7.1	            182.9	                7	            181.1	             89.4
            8.0	          189.3	                 813	           -175.8	          0.1	            216	             -8.1	            202.2	                2	            174.9	             61.2
            8.0	          189.3	                 820	           -164.1	          1.3	             24	             -4.2	            162.2	                8	            173.3	             38.9
            8.0	          189.3	                 829	           -175.9	          2.6	            217	             -1.8	            208.6	               -3	            167.7	             30.4
            8.0	          189.3	                 840	           -173.3	          3.0	            212	             -4.4	            218.1	                3	            171.0	             68.1
            8.0	          189.3	                 851	           -173.2	          4.4	             39	             -4.2	            210.7	               -4	            158.1	             18.5
            8.0	          189.3	                 866	           -180.0	          0.6	             57	              3.8	            206.1	                8	            183.1	             82.8
            8.0	          189.3	                 878	           -180.0	          1.9	            197	             -4.3	            202.8	               -2	            175.1	             70.8
            8.0	          189.3	                 894	           -180.0	          4.0	            221	             -9.5	            203.9	               -0	            175.3	             67.6
            8.0	          189.3	                 912	           -180.0	          0.0	             43	             -2.1	            209.0	               13	            183.2	            189.3
            8.0	          189.3	                 927	           -180.0	          3.7	             50	              3.9	            166.2	                6	            175.8	             84.5
            8.0	          189.3	                 943	           -180.0	          4.7	            216	            -11.9	            208.9	               -9	            182.6	            129.6
            8.0	          189.3	                 963	           -180.0	          4.0	            215	             -9.0	            225.4	               -2	            187.4	            155.8
            8.0	          189.3	                 982	           -180.0	          0.6	            223	             -0.1	            202.7	               -2	            174.2	             62.8
            8.0	          189.3	                1003	           -180.0	          5.1	             49	             -1.4	            195.9	                5	            185.4	            180.9
            8.0	          189.3	                1023	           -180.0	          3.4	             32	             -6.0	            217.4	               -4	            165.9	             29.3
            8.0	          189.3	                1045	           -180.0	          1.9	            198	             -9.4	            171.4	                9	            181.7	            151.3
            8.0	          189.3	                1067	           -180.0	          6.0	             48	             -1.6	            166.5	                3	            168.6	             50.6
            8.0	          189.3	                1090	           -180.0	          2.3	             40	             -3.2	            162.9	               -0	            171.7	             70.9
            8.0	          189.3	                1113	           -180.0	          0.0	             61	             -5.1	            168.8	               12	            186.0	            241.7
            8.0	          189.3	                1138	           -180.0	          5.9	            205	             -7.9	            183.5	               21	            185.2	            247.4
            8.0	          189.3	                1162	           -180.0	          5.2	             28	             -2.0	            175.1	               -3	            186.7	            267.1
            8.0	          189.3	                1187	           -180.0	          0.8	             41	             -4.5	            168.2	                4	            172.7	             89.3
            8.0	          189.3	                1192	           -180.0	          4.5	            201	              1.3	            117.1	               19	            189.2	            205.2
            8.0	          189.3	                1195	           -180.0	          5.0	            179	             -0.9	             97.2	               16	            182.7	            210.7
            8.0	          189.3	                1199	           -180.0	          4.9	            175	              3.9	             97.1	               11	            183.3	            212.0
            8.0	          189.3	                1202	           -180.0	          3.6	            174	              4.2	            115.3	               14	            184.1	            204.8
            8.0	          189.3	                1207	           -180.0	          1.9	            185	              3.4	            107.6	               11	            181.7	            175.7
            8.0	          189.3	                1211	           -180.0	          5.5	            176	              3.6	            118.2	               14	            185.3	            185.9
            8.0	          189.3	                1213	           -180.0	          4.1	            224	            -11.9	            163.8	                4	            179.2	            170.5
            8.0	          189.3	                1215	           -180.0	          0.7	            168	              1.8	            100.9	               25	            188.4	            180.8
            8.0	          189.3	                1220	           -180.0	          1.0	            164	              5.7	            102.6	               16	            184.9	            224.6
            8.0	          189.3	                1225	           -180.0	          4.8	            165	              7.1	            103.8	               16	            184.5	            229.8
            8.0	          189.3	                1230	           -180.0	          5.5	            187	             -0.1	             98.0	               14	            183.6	            163.1
            8.0	          189.3	                1234	           -180.0	          1.3	            188	             -0.9	            107.9	               13	            182.9	            193.0
            8.0	          189.3	                1239	           -180.0	          5.9	            187	              4.5	            105.8	               14	            182.0	            176.1
            8.0	          189.3	                1241	           -180.0	          5.4	             40	              0.3	            212.8	               11	            180.7	            202.8
            8.0	          189.3	                1244	           -180.0	          5.3	            188	             -3.4	            108.9	               18	            185.1	            205.6
            8.0	          189.3	                1250	           -180.0	          0.5	            164	              0.9	             87.8	                3	            189.8	            108.1
            8.0	          189.3	                1255	           -180.0	          5.5	            183	              1.3	            101.0	               13	            181.9	            177.1
            8.0	          189.3	                1260	           -180.0	          4.5	            188	             -3.3	             95.6	               20	            186.2	            171.0
            8.0	          189.3	                1265	           -180.0	          3.4	            182	             -1.8	            105.6	               17	            182.0	            174.0
            8.0	          189.3	                1266	           -180.0	          1.5	             38	             -4.5	            204.4	                2	            161.6	             28.1
            8.0	          189.3	                1271	           -180.0	          6.2	            187	              4.3	             88.8	               13	            186.4	            143.1
            8.0	          189.3	                1276	           -180.0	          3.5	            174	             -0.3	             98.6	               17	            183.4	            199.4
            8.0	          189.3	                1282	           -180.0	          3.8	            185	              4.6	             99.4	               21	            184.9	            161.5
